Base,Tail Number,Min Quantity,Max Quantity,JETA Fuel Cost,Into Plane,Discount,County Fee,Federal Excise Tax JetA,FET Addon,Flow Fee,Jet Concession Fee,Jet Conc/AR FF Fee,M & O Fee,Misc,PAFCO Fuel Surcharge,PAFCO Truck Fee,Pipeline Fee,PPD Billed Freight,PPD Freight Surcharge,State and Local Taxes,State Clean Fee,STATE ENVIRON/OIL SPILL,State Fuel Tax,State Inspection Fee,State Oil Transfer/UST,Freight,US Federal Oil Spill,Sub Total ($),Tax Rate (%),Tax Amount ($),Total
PDK,,1201,999999,3.5288,1.6570,0.0000,,0.2180,0.0250,,0.1400,,,,0.0116,0.0275,0.0478,0.0000,,,,,,,,0.0010,0.0021,5.6588,1.0000,0.0565,5.7153
PHK,,1,999999 ,8.4870,,0.0000,,,,,,,,,,,,,,,,,,,,,,8.4870,,0.0000,8.4870
PIE,,1,300,3.7044,1.5090,0.0000,,0.2180,0.0250,,0.0700,,,,0.0105,0.0250,0.0000,0.0013,,,,0.0210,0.0427,,,0.0010,0.0021,5.6300,7.0000,0.0000,5.6300
PIE,,301,1200,3.7044,1.4790,0.0000,,0.2180,0.0250,,0.0700,,,,0.0105,0.0250,0.0000,0.0013,,,,0.0210,0.0427,,,0.0010,0.0021,5.6000,7.0000,0.0000,5.6000
PIE,,1201,999999,3.7044,1.4490,0.0000,,0.2180,0.0250,,0.0700,,,,0.0105,0.0250,0.0000,0.0013,,,,0.0210,0.0427,,,0.0010,0.0021,5.5700,7.0000,0.0000,5.5700
PSP,,1,500,3.3972,2.0250,0.0000,,0.2180,0.0250,,0.0746,,,,0.0325,0.0773,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.8727,9.2500,0.5432,6.4159
PSP,,501,1200,3.3972,1.9840,0.0000,,0.2180,0.0250,,0.0746,,,,0.0325,0.0773,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.8317,9.2500,0.5394,6.3711
PSP,,1201,999999,3.3972,1.9440,0.0000,,0.2180,0.0250,,0.0746,,,,0.0325,0.0773,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.7917,9.2500,0.5357,6.3274
PVU,,1,300,3.6147,1.9000,0.0000,,0.2180,0.0250,,0.0800,,,,0.0227,0.0547,0.0000,0.0000,,0.0900,,,,0.0065,,0.0010,0.0021,6.0147,0.0000,0.0000,6.0147
PVU,,301,1200,3.6147,1.7500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0227,0.0547,0.0000,0.0000,,0.0900,,,,0.0065,,0.0010,0.0021,5.8647,0.0000,0.0000,5.8647
PVU,,1201,999999,3.6147,1.6500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0227,0.0547,0.0000,0.0000,,0.0900,,,,0.0065,,0.0010,0.0021,5.7647,0.0000,0.0000,5.7647
PWK,,1,300,3.8088,1.4500,0.0000,,0.2180,0.0250,,0.2500,,,,0.0126,0.0300,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.7975,8.2500,0.4773,6.2748
PWK,,301,1200,3.8088,1.4210,0.0000,,0.2180,0.0250,,0.2500,,,,0.0126,0.0300,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.7685,8.2500,0.4749,6.2434
PWK,,1201,999999,3.8088,1.3920,0.0000,,0.2180,0.0250,,0.2500,,,,0.0126,0.0300,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.7395,8.2500,0.4725,6.2120
RDU,,1,300,3.5931,1.4540,0.0000,,0.2180,0.0000,0.0200,0.1000,,,,0.0000,0.0000,0.0414,0.0000,,,,,,0.0030,,0.0010,0.0021,5.4326,7.0000,0.3803,5.8129
RDU,,301,1200,3.5931,1.4250,0.0000,,0.2180,0.0000,0.0200,0.1000,,,,0.0000,0.0000,0.0414,0.0000,,,,,,0.0030,,0.0010,0.0021,5.4036,7.0000,0.3783,5.7819
RDU,,1201,999999,3.5931,1.3000,0.0000,,0.2180,0.0000,0.0200,0.1000,,,,0.0000,0.0000,0.0414,0.0000,,,,,,0.0030,,0.0010,0.0021,5.2786,7.0000,0.3695,5.6481
ROA,,1,300,3.6587,3.0500,0.0000,,0.2180,0.0250,,0.0400,,,,0.0331,0.0789,0.0473,0.0000,,,,,0.0500,,,0.0010,0.0021,7.2041,5.3000,0.0000,7.2041
ROA,,301,1200,3.6587,2.9600,0.0000,,0.2180,0.0250,,0.0400,,,,0.0331,0.0789,0.0473,0.0000,,,,,0.0500,,,0.0010,0.0021,7.1141,5.3000,0.0000,7.1141
ROA,,1201,999999,3.6587,2.6500,0.0000,,0.2180,0.0250,,0.0400,,,,0.0331,0.0789,0.0473,0.0000,,,,,0.0500,,,0.0010,0.0021,6.8041,5.3000,0.0000,6.8041
RST,,1,300,3.6394,3.3030,0.0000,,0.2180,0.0250,,0.0500,,,,0.0226,0.0538,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,7.4951,8.1250,0.0000,7.4951
RST,,301,1200,3.6394,3.2370,0.0000,,0.2180,0.0250,,0.0500,,,,0.0226,0.0538,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,7.4291,8.1250,0.0000,7.4291
RST,,1201,999999,3.6394,3.1710,0.0000,,0.2180,0.0250,,0.0500,,,,0.0226,0.0538,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,7.3631,8.1250,0.0000,7.3631
SAF,,1,300,4.5065,1.7300,0.0000,,0.2180,0.0250,,0.1000,,,,0.0180,0.0428,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.6434,13.3000,0.3255,6.9689
SAF,,301,1200,4.5065,1.6500,0.0000,,0.2180,0.0250,,0.1000,,,,0.0180,0.0428,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.5634,13.3000,0.3215,6.8849
SAF,,1201,999999,4.5065,1.5400,0.0000,,0.2180,0.0250,,0.1000,,,,0.0180,0.0428,0.0000,0.0000,,,,,,,,0.0010,0.0021,6.4534,13.3000,0.3160,6.7694
SAN,,1,500,3.4165,4.3240,0.0000,,0.2180,0.0250,,0.0500,,,0.1630,0.0000,0.0000,0.0485,0.0000,,0.0200,,,,,,0.0010,0.0021,8.2681,7.7500,0.6408,8.9089
SAN,,501,1200,3.4165,4.2380,0.0000,,0.2180,0.0250,,0.0500,,,0.1630,0.0000,0.0000,0.0485,0.0000,,0.0200,,,,,,0.0010,0.0021,8.1821,7.7500,0.6341,8.8162
SAN,,1201,999999,3.4165,4.1510,0.0000,,0.2180,0.0250,,0.0500,,,0.1630,0.0000,0.0000,0.0485,0.0000,,0.0200,,,,,,0.0010,0.0021,8.0951,7.7500,0.6274,8.7225
SAT,,1,300,3.6894,1.3070,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.3455,0.0000,0.0000,5.3455
SAT,,301,1200,3.6894,1.2810,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.3195,0.0000,0.0000,5.3195
SAT,,1201,999999,3.6894,1.2550,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.2935,0.0000,0.0000,5.2935
SAT2,,1,300,3.6894,1.3070,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.3455,0.0000,0.0000,5.3455
SAT2,,301,1200,3.6894,1.2810,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.3195,0.0000,0.0000,5.3195
SAT2,,1201,999999,3.6894,1.2550,0.0000,,0.2180,0.0250,,0.0750,,,,0.0083,0.0197,0.0000,0.0000,,,,,,,,0.0010,0.0021,5.2935,0.0000,0.0000,5.2935
SAV,,1,300,3.6628,1.6500,0.0000,,0.2180,0.0250,,0.0500,,,,0.0452,0.1075,0.0460,0.0000,,,,,,,,0.0010,0.0021,5.8076,1.0000,0.0576,5.8652
SAV,,301,1200,3.6628,1.6170,0.0000,,0.2180,0.0250,,0.0500,,,,0.0452,0.1075,0.0460,0.0000,,,,,,,,0.0010,0.0021,5.7746,1.0000,0.0573,5.8319
SAV,,1201,999999,3.6628,1.5840,0.0000,,0.2180,0.0250,,0.0500,,,,0.0452,0.1075,0.0460,0.0000,,,,,,,,0.0010,0.0021,5.7416,1.0000,0.0570,5.7986
SBA,,1,300,3.4102,2.0450,0.0000,,0.2180,0.0250,,0.0900,,,,0.0344,0.0820,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.9277,17.5000,0.5187,6.4464
SBA,,301,1200,3.4102,2.0040,0.0000,,0.2180,0.0250,,0.0900,,,,0.0344,0.0820,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.8867,17.5000,0.5151,6.4018
SBA,,1201,999999,3.4102,1.9630,0.0000,,0.2180,0.0250,,0.0900,,,,0.0344,0.0820,0.0000,0.0000,,0.0200,,,,,,0.0010,0.0021,5.8457,17.5000,0.5115,6.3572
SD1,,1,999999 ,3.2837,0.0000,,,0.2180,0.0250,,0.1000,,,,0.0135,0.0322,0.0505,0.0000,,0.0180,,,0.0336,,,0.0010,,3.7755,,0.0000,3.7755
SDL,,1,500,3.4084,1.9530,0.0000,,0.2180,0.0250,,0.1100,,,,0.0135,0.0322,0.0505,0.0000,,0.0516,,,,,,0.0010,0.0021,5.8653,8.0500,0.0000,5.8653
SDL,,501,1200,3.4084,1.9140,0.0000,,0.2180,0.0250,,0.1100,,,,0.0135,0.0322,0.0505,0.0000,,0.0516,,,,,,0.0010,0.0021,5.8263,8.0500,0.0000,5.8263
SDL,,1201,999999,3.4084,1.8750,0.0000,,0.2180,0.0250,,0.1100,,,,0.0135,0.0322,0.0505,0.0000,,0.0516,,,,,,0.0010,0.0021,5.7873,8.0500,0.0000,5.7873
SEA,,1,500,3.4964,2.5190,,,0.2180,0.0250,,0.0000,,,0.0271,0.0000,0.0000,0.1531,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,6.6315,10.1000,0.6688,7.3003
SEA,,501,1200,3.4964,2.4690,,,0.2180,0.0250,,0.0000,,,0.0271,0.0000,0.0000,0.1531,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,6.5815,10.1000,0.6637,7.2452
SEA,,1201,999999,3.4964,2.4180,,,0.2180,0.0250,,0.0000,,,0.0271,0.0000,0.0000,0.1531,0.0000,,,,0.0098,0.1800,,,0.0010,0.0021,6.5305,10.1000,0.6586,7.1891
SFO,,1,500,3.4127,0.9960,,,0.2180,0.0250,,1.7920,,,0.1600,0.0000,0.0000,0.0084,0.0000,,,,0.0020,0.0200,,,0.0010,0.0021,6.6372,9.3750,0.6221,7.2593
SFO,,501,1200,3.4127,0.9960,,,0.2180,0.0250,,1.7920,,,0.1600,0.0000,0.0000,0.0084,0.0000,,,,0.0020,0.0200,,,0.0010,0.0021,6.6372,9.3750,0.6221,7.2593
SFO,,1201,999999,3.4127,0.9960,,,0.2180,0.0250,,1.7920,,,0.1600,0.0000,0.0000,0.0084,0.0000,,,,0.0020,0.0200,,,0.0010,0.0021,6.6372,9.3750,0.6221,7.2593
SHV,,1,300,3.5630,2.4500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0305,0.0736,0.0000,0.0000,,,,,,0.0013,,0.0010,0.0021,6.4445,4.4500,0.2854,6.7299
SHV,,301,1200,3.5630,2.3000,0.0000,,0.2180,0.0250,,0.0800,,,,0.0305,0.0736,0.0000,0.0000,,,,,,0.0013,,0.0010,0.0021,6.2945,4.4500,0.2787,6.5732
SHV,,1201,999999,3.5630,1.8500,0.0000,,0.2180,0.0250,,0.0800,,,,0.0305,0.0736,0.0000,0.0000,,,,,,0.0013,,0.0010,0.0021,5.8445,4.4500,0.2587,6.1032
SJC,,1,500,3.4150,2.1130,0.0000,,0.2180,0.0250,,0.2000,,,,0.0226,0.0376,0.0067,0.0000,,,,,0.0200,,,0.0010,0.0021,6.0610,9.3750,0.5661,6.6271
SJC,,501,1200,3.4150,2.0710,0.0000,,0.2180,0.0250,,0.2000,,,,0.0226,0.0376,0.0067,0.0000,,,,,0.0200,,,0.0010,0.0021,6.0190,9.3750,0.5622,6.5812
SJC,,1201,999999,3.4150,2.0290,0.0000,,0.2180,0.0250,,0.2000,,,,0.0226,0.0376,0.0067,0.0000,,,,,0.0200,,,0.0010,0.0021,5.9770,9.3750,0.5582,6.5352
SKB,,1,999999 ,7.5100,,0.0000,,,,,,,,,,,,,,,,,,,,,,7.5100,,0.0000,7.5100
SLC,,1,500,3.5647,2.8300,0.0000,,0.2180,0.0250,,0.0600,,,,0.0147,0.0355,0.0000,0.0000,,,,0.0065,0.0900,,,0.0010,0.0021,6.8475,0.0000,0.0000,6.8475
SLC,,501,1200,3.5647,2.8000,0.0000,,0.2180,0.0250,,0.0600,,,,0.0147,0.0355,0.0000,0.0000,,,,0.0065,0.0900,,,0.0010,0.0021,6.8175,0.0000,0.0000,6.8175
SLC,,1201,999999,3.5647,2.5500,0.0000,,0.2180,0.0250,,0.0600,,,,0.0147,0.0355,0.0000,0.0000,,,,0.0065,0.0900,,,0.0010,0.0021,6.5675,0.0000,0.0000,6.5675
STL,,1,500,3.6328,2.2400,0.0000,,0.2180,0.0250,,0.0700,,,,0.0120,0.0288,0.0000,0.0000,,,,,,0.0010,0.0030,0.0010,0.0021,6.2337,5.7250,0.3562,6.5899
STL,,501,1200,3.6328,2.1950,0.0000,,0.2180,0.0250,,0.0700,,,,0.0120,0.0288,0.0000,0.0000,,,,,,0.0010,0.0030,0.0010,0.0021,6.1887,5.7250,0.3536,6.5423
STL,,1201,999999,3.6328,2.1500,0.0000,,0.2180,0.0250,,0.0700,,,,0.0120,0.0288,0.0000,0.0000,,,,,,0.0010,0.0030,0.0010,0.0021,6.1437,5.7250,0.3510,6.4947
STP,,1,300,3.6364,1.7330,0.0000,,0.2180,0.0250,,0.1420,,,,0.0126,0.0299,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,5.9802,7.8750,0.0000,5.9802
STP,,301,1200,3.6364,1.6980,0.0000,,0.2180,0.0250,,0.1420,,,,0.0126,0.0299,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,5.9452,7.8750,0.0000,5.9452
STP,,1201,999999,3.6364,1.6640,0.0000,,0.2180,0.0250,,0.1420,,,,0.0126,0.0299,0.0292,0.0000,,0.1500,,,,0.0010,,0.0010,0.0021,5.9112,7.8750,0.0000,5.9112
STT,,1,999999 ,5.9500,,0.0000,,,,,,,,,,,,,,,,,,,,,,5.9500,,0.0000,5.9500
STT2,,1,999999 ,5.9500,,0.0000,,,,,,,,,,,,,,,,,,,,,,5.9500,,0.0000,5.9500
SU2,,1,500,4.0962,1.4000,0.0000,,0.2180,0.0250,0.0200,0.1548,,,,,0.0304,,,,,,0.0035,,0.0007,,0.0010,0.0021,5.9517,5.7250,0.3407,6.2924
SU2,,501,1200,4.0962,1.3500,0.0000,,0.2180,0.0250,0.0200,0.1548,,,,,0.0304,,,,,,0.0035,,0.0007,,0.0010,0.0021,5.9017,5.7250,0.3379,6.2396
SU2,,1201,999999,4.0962,0.8000,0.0000,,0.2180,0.0250,0.0200,0.1548,,,,,0.0304,,,,,,0.0035,,0.0007,,0.0010,0.0021,5.3517,5.7250,0.3064,5.6581
SWF,,1,300,4.3101,1.2310,0.0000,,0.2180,0.0250,,0.0700,,,,0.0239,0.0570,0.0000,0.0088,,0.0700,,,,,,0.0010,0.0021,6.0169,4.3750,0.2632,6.2801
SWF,,301,1200,4.3101,1.2060,0.0000,,0.2180,0.0250,,0.0700,,,,0.0239,0.0570,0.0000,0.0088,,0.0700,,,,,,0.0010,0.0021,5.9919,4.3750,0.2621,6.2540
SWF,,1201,999999,4.3101,1.1820,0.0000,,0.2180,0.0250,,0.0700,,,,0.0239,0.0570,0.0000,0.0088,,0.0700,,,,,,0.0010,0.0021,5.9679,4.3750,0.2611,6.2290
TEB,,1,500,4.3495,1.6640,0.0000,,0.2180,0.0250,,0.2200,,,,0.0107,0.0255,0.0000,0.0034,,,,,0.0600,,,0.0010,0.0021,6.5792,6.6250,0.0000,6.5792
TEB,,501,1200,4.3495,1.6310,0.0000,,0.2180,0.0250,,0.2200,,,,0.0107,0.0255,0.0000,0.0034,,,,,0.0600,,,0.0010,0.0021,6.5462,6.6250,0.0000,6.5462
TEB,,1201,999999,4.3495,1.5970,0.0000,,0.2180,0.0250,,0.2200,,,,0.0107,0.0255,0.0000,0.0034,,,,,0.0600,,,0.0010,0.0021,6.5122,6.6250,0.0000,6.5122
TEB2,,1,500,4.3495,1.6640,0.0000,,0.2180,0.0250,,0.2200,,,0.0610,0.0107,0.0255,0.0000,0.0034,,,,,,,,0.0010,0.0021,6.5802,6.6250,0.0000,6.5802
TEB2,,501,1200,4.3495,1.6310,0.0000,,0.2180,0.0250,,0.2200,,,0.0610,0.0107,0.0255,0.0000,0.0034,,,,,,,,0.0010,0.0021,6.5472,6.6250,0.0000,6.5472
TEB2,,1201,999999,4.3495,1.5970,0.0000,,0.2180,0.0250,,0.2200,,,0.0610,0.0107,0.0255,0.0000,0.0034,,,,,,,,0.0010,0.0021,6.5132,6.6250,0.0000,6.5132
TMB,,1,500,3.8222,1.4360,0.0000,,0.2180,0.0250,,0.1000,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.7085,7.0000,0.0000,5.7085
TMB,,501,1200,3.8222,1.4070,0.0000,,0.2180,0.0250,,0.1000,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.6795,7.0000,0.0000,5.6795
TMB,,1201,999999,3.8222,1.3790,0.0000,,0.2180,0.0250,,0.1000,,,,0.0120,0.0285,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.6515,7.0000,0.0000,5.6515
TPA,,1,300,3.7781,1.4020,0.0000,,0.2180,0.0250,,0.0900,,,,0.0082,0.0195,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.6076,7.5000,0.0000,5.6076
TPA,,301,1200,3.7781,1.3740,0.0000,,0.2180,0.0250,,0.0900,,,,0.0082,0.0195,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.5796,7.5000,0.0000,5.5796
TPA,,1201,999999,3.7781,1.3460,0.0000,,0.2180,0.0250,,0.0900,,,,0.0082,0.0195,0.0000,0.0000,,,,0.0210,0.0427,,,0.0010,0.0021,5.5516,7.5000,0.0000,5.5516
TTN,,1,500,4.3122,2.3030,0.0000,,0.2180,0.0250,,0.0200,,,0.0400,0.0186,0.0442,0.0000,0.0059,,,,,0.0200,,,0.0010,0.0021,7.0100,6.6250,0.0000,7.0100
TTN,,501,1200,4.3122,2.2570,0.0000,,0.2180,0.0250,,0.0200,,,0.0400,0.0186,0.0442,0.0000,0.0059,,,,,0.0200,,,0.0010,0.0021,6.9640,6.6250,0.0000,6.9640
TTN,,1201,999999,4.3122,2.2110,0.0000,,0.2180,0.0250,,0.0200,,,0.0400,0.0186,0.0442,0.0000,0.0059,,,,,0.0200,,,0.0010,0.0021,6.9180,6.6250,0.0000,6.9180
TXK,,1,300,3.5271,2.1200,0.0000,,0.2180,0.0250,0.0100,0.0700,,,,0.0350,0.0843,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,6.0955,10.2500,0.6248,6.7203
TXK,,301,1200,3.5271,1.9700,0.0000,,0.2180,0.0250,0.0100,0.0700,,,,0.0350,0.0843,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,5.9455,10.2500,0.6094,6.5549
TXK,,1201,999999,3.5271,1.4200,0.0000,,0.2180,0.0250,0.0100,0.0700,,,,0.0350,0.0843,0.0000,0.0000,,,,0.0030,,,,0.0010,0.0021,5.3955,10.2500,0.5530,5.9485
TYS,,1,300,3.5869,2.6500,0.0000,,0.2180,0.0250,,0.0698,,,,0.0122,0.0295,0.0000,0.0000,,,,0.0040,,0.0100,,0.0010,0.0021,6.6085,14.0000,0.2803,6.8888
TYS,,301,1200,3.5869,2.2500,0.0000,,0.2180,0.0250,,0.0698,,,,0.0122,0.0295,0.0000,0.0000,,,,0.0040,,0.0100,,0.0010,0.0021,6.2085,14.0000,0.2633,6.4718
TYS,,1201,999999,3.5869,2.1000,0.0000,,0.2180,0.0250,,0.0698,,,,0.0122,0.0295,0.0000,0.0000,,,,0.0040,,0.0100,,0.0010,0.0021,6.0585,14.0000,0.2570,6.3155
UGN,,1,500,3.8362,1.9300,0.0000,,0.2180,0.0250,,0.1400,,,0.0000,0.0181,0.0432,0.0000,0.0024,,,,,,,,0.0010,0.0021,6.2160,8.2500,0.5128,6.7288
UGN,,501,1200,3.8362,1.8600,0.0000,,0.2180,0.0250,,0.1400,,,0.0000,0.0181,0.0432,0.0000,0.0024,,,,,,,,0.0010,0.0021,6.1460,8.2500,0.5070,6.6530
UGN,,1201,999999,3.8362,1.7600,0.0000,,0.2180,0.0250,,0.1400,,,0.0000,0.0181,0.0432,0.0000,0.0024,,,,,,,,0.0010,0.0021,6.0460,8.2500,0.4988,6.5448
UVF,,1,999999 ,4.9200,,0.0000,,,,,,,,,,,,,,,,,,,,,,4.9200,,0.0000,4.9200
VNY,,1,500,3.4282,0.9540,0.0000,,0.2180,0.0250,,0.1300,,,,0.0120,0.0287,0.0000,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,4.8390,9.5000,0.4597,5.2987
VNY,,501,1200,3.4282,0.9350,0.0000,,0.2180,0.0250,,0.1300,,,,0.0120,0.0287,0.0000,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,4.8200,9.5000,0.4579,5.2779
VNY,,1201,999999,3.4282,0.9160,0.0000,,0.2180,0.0250,,0.1300,,,,0.0120,0.0287,0.0000,0.0000,,0.0200,,,,,0.0200,0.0010,0.0021,4.8010,9.5000,0.4561,5.2571
